Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h),,,,,
06-Nov-21,SWAS,Derriford Hospital,77,100.00%,59,76.62%,53,68.83%,44,57.14%,35,45.45%,127.24,113.21,89.9,450.2,112.05,259.82,143.79,1.65,,,,,
07-Nov-21,SWAS,Derriford Hospital,101,100.00%,61,60.40%,39,38.61%,21,20.79%,19,18.81%,66.81,54.87,40.93,316.67,51.84,179.03,87.27,0.66,,,,,
08-Nov-21,SWAS,Derriford Hospital,90,100.00%,62,68.89%,49,54.44%,33,36.67%,27,30.00%,123.5,109.9,90.02,636.9,95.2,274,142.8,1.37,,,,,
09-Nov-21,SWAS,Derriford Hospital,87,100.00%,67,77.01%,52,59.77%,38,43.68%,32,36.78%,135.16,120.75,98.47,536.62,106.73,272.47,154.76,1.55,,,,,
10-Nov-21,SWAS,Derriford Hospital,97,100.00%,70,72.16%,55,56.70%,44,45.36%,34,35.05%,140,124.86,100.38,423,99.54,299.3,160.92,1.44,,,,,
11-Nov-21,SWAS,Derriford Hospital,89,100.00%,64,71.91%,47,52.81%,26,29.21%,23,25.84%,97.16,84.09,67.53,432.92,78.43,266.42,116.34,1.09,,,,,
12-Nov-21,SWAS,Derriford Hospital,96,100.00%,70,72.92%,49,51.04%,40,41.67%,33,34.38%,137.65,123.36,100.87,609.78,98.98,289.43,158.38,1.43,,,,,
13-Nov-21,SWAS,Derriford Hospital,81,100.00%,48,59.26%,36,44.44%,21,25.93%,15,18.52%,51.27,40.78,27.16,238.8,50.03,139.53,67.54,0.63,,,,,
14-Nov-21,SWAS,Derriford Hospital,91,100.00%,33,36.26%,13,14.29%,4,4.40%,0,0.00%,8.83,3.92,0.42,74.95,15.78,33.93,23.94,0.1,,,,,
15-Nov-21,SWAS,Derriford Hospital,85,100.00%,64,75.29%,52,61.18%,32,37.65%,20,23.53%,74.65,60.18,39.44,384.15,65.7,169.17,93.08,0.88,,,,,
16-Nov-21,SWAS,Derriford Hospital,98,100.00%,67,68.37%,54,55.10%,36,36.73%,27,27.55%,90.21,74.77,52.33,345.78,68.21,194.67,111.41,0.92,,,,,
17-Nov-21,SWAS,Derriford Hospital,98,100.00%,74,75.51%,63,64.29%,41,41.84%,36,36.73%,144.97,128.04,103.21,649.68,102.09,276.02,166.74,1.48,,,,,
18-Nov-21,SWAS,Derriford Hospital,100,100.00%,75,75.00%,58,58.00%,36,36.00%,31,31.00%,107.18,90.71,67.22,362.08,77.23,203.88,128.72,1.07,,,,,
19-Nov-21,SWAS,Derriford Hospital,100,100.00%,65,65.00%,48,48.00%,24,24.00%,19,19.00%,94.02,79.72,63.19,487.43,68.87,214.4,114.78,0.94,,,,,
20-Nov-21,SWAS,Derriford Hospital,71,100.00%,53,74.65%,35,49.30%,16,22.54%,11,15.49%,40.46,29.39,17.63,278.98,47.38,112.7,56.07,0.57,,,,,
21-Nov-21,SWAS,Derriford Hospital,104,100.00%,77,74.04%,55,52.88%,41,39.42%,34,32.69%,123.71,107.16,83.96,404.42,84.31,235.63,146.13,1.19,,,,,
22-Nov-21,SWAS,Derriford Hospital,104,100.00%,72,69.23%,46,44.23%,29,27.88%,18,17.31%,76.03,61.45,43.03,454.8,56.92,152.58,98.66,0.73,,,,,
23-Nov-21,SWAS,Derriford Hospital,88,100.00%,67,76.14%,55,62.50%,41,46.59%,34,38.64%,142.94,127.48,104.51,554.98,110.76,306.03,162.45,1.62,,,,,
24-Nov-21,SWAS,Derriford Hospital,104,100.00%,75,72.12%,57,54.81%,41,39.42%,36,34.62%,158.47,141.76,117.5,494.15,104.14,350.05,180.5,1.52,,,,,
25-Nov-21,SWAS,Derriford Hospital,98,100.00%,75,76.53%,57,58.16%,38,38.78%,27,27.55%,90.78,74.08,51.18,572.03,68.46,143.97,111.82,0.93,,,,,
26-Nov-21,SWAS,Derriford Hospital,105,100.00%,65,61.90%,51,48.57%,35,33.33%,29,27.62%,96.73,82.3,61.04,406.85,67.04,209.3,117.33,0.92,,,,,
27-Nov-21,SWAS,Derriford Hospital,92,100.00%,62,67.39%,43,46.74%,28,30.43%,21,22.83%,71.79,58.89,42.18,314.12,59.47,193.25,91.18,0.78,,,,,
28-Nov-21,SWAS,Derriford Hospital,84,100.00%,51,60.71%,30,35.71%,19,22.62%,16,19.05%,63.12,52.95,41.54,511.4,56.84,172.63,79.58,0.75,,,,,
29-Nov-21,SWAS,Derriford Hospital,97,100.00%,57,58.76%,31,31.96%,13,13.40%,11,11.34%,54.45,44.26,34.05,501.73,46.17,107.62,74.64,0.56,,,,,
30-Nov-21,SWAS,Derriford Hospital,89,100.00%,63,70.79%,47,52.81%,30,33.71%,24,26.97%,116.24,102.93,84.32,526.4,90.99,340.35,134.97,1.31,,,,,
01-Dec-21,SWAS,Derriford Hospital,85,100.00%,65,76.47%,50,58.82%,40,47.06%,29,34.12%,125.39,110.78,89.06,389.47,101.7,312.22,144.07,1.48,,,,,
02-Dec-21,SWAS,Derriford Hospital,92,100.00%,67,72.83%,49,53.26%,34,36.96%,24,26.09%,94.18,79.93,59.42,400.03,74.25,211.8,113.84,1.02,,,,,
03-Dec-21,SWAS,Derriford Hospital,98,100.00%,70,71.43%,44,44.90%,26,26.53%,21,21.43%,81.9,68.11,50.78,361.08,63.13,198.5,103.1,0.84,,,,,
04-Dec-21,SWAS,Derriford Hospital,86,100.00%,60,69.77%,50,58.14%,35,40.70%,21,24.42%,81.14,67.57,46.83,450.9,69.25,175.23,99.25,0.94,,,,,
05-Dec-21,SWAS,Derriford Hospital,92,100.00%,67,72.83%,52,56.52%,37,40.22%,27,29.35%,106.45,91.98,69.04,450.08,82.62,214.55,126.68,1.16,,,,,
06-Dec-21,SWAS,Derriford Hospital,96,100.00%,70,72.92%,53,55.21%,36,37.50%,26,27.08%,166.14,151.12,129.14,624.2,116.45,461.17,186.33,1.73,,,,,
07-Dec-21,SWAS,Derriford Hospital,87,100.00%,62,71.26%,48,55.17%,40,45.98%,32,36.78%,141.4,127.89,105.97,676.05,110.34,287.22,160,1.63,,,,,
08-Dec-21,SWAS,Derriford Hospital,88,100.00%,63,71.59%,49,55.68%,39,44.32%,31,35.23%,105.62,91.62,70.54,373.72,85.29,248.18,125.09,1.2,,,,,
09-Dec-21,SWAS,Derriford Hospital,92,100.00%,71,77.17%,53,57.61%,44,47.83%,30,32.61%,116.12,100.85,77.08,335.15,89.11,242.15,136.64,1.26,,,,,
10-Dec-21,SWAS,Derriford Hospital,93,100.00%,64,68.82%,45,48.39%,35,37.63%,26,27.96%,83.38,69.64,49.95,374,66.38,169.08,102.89,0.9,,,,,
11-Dec-21,SWAS,Derriford Hospital,86,100.00%,59,68.60%,39,45.35%,20,23.26%,15,17.44%,51.14,38.82,25.37,268.77,48.23,131.38,69.14,0.59,,,,,
12-Dec-21,SWAS,Derriford Hospital,85,100.00%,39,45.88%,14,16.47%,2,2.35%,1,1.18%,11.33,4.38,1.38,135.82,19.27,36.7,27.3,0.13,,,,,
13-Dec-21,SWAS,Derriford Hospital,76,100.00%,49,64.47%,33,43.42%,17,22.37%,12,15.79%,40.62,30.56,19.32,220.85,44.67,133.47,56.58,0.53,,,,,
14-Dec-21,SWAS,Derriford Hospital,91,100.00%,63,69.23%,41,45.05%,24,26.37%,17,18.68%,54.15,41.52,25.2,220.48,48.73,126.08,73.91,0.6,,,,,
15-Dec-21,SWAS,Derriford Hospital,100,100.00%,74,74.00%,55,55.00%,30,30.00%,18,18.00%,80.89,65.21,46.08,436.58,61.89,131.85,103.14,0.81,,,,,
16-Dec-21,SWAS,Derriford Hospital,83,100.00%,68,81.93%,50,60.24%,42,50.60%,38,45.78%,204.2,189.72,166.69,787.5,161.06,448.58,222.79,2.46,,,,,
17-Dec-21,SWAS,Derriford Hospital,86,100.00%,60,69.77%,46,53.49%,34,39.53%,29,33.72%,104.73,91.7,72.2,358.85,85.75,223.12,122.91,1.22,,,,,
18-Dec-21,SWAS,Derriford Hospital,81,100.00%,62,76.54%,44,54.32%,29,35.80%,22,27.16%,65.78,52.27,34.64,296.75,62.05,147.97,83.76,0.81,,,,,
19-Dec-21,SWAS,Derriford Hospital,94,100.00%,61,64.89%,43,45.74%,23,24.47%,11,11.70%,44.67,31.79,16.93,229.43,41.39,96.48,64.84,0.48,,,,,
20-Dec-21,SWAS,Derriford Hospital,87,100.00%,58,66.67%,39,44.83%,20,22.99%,15,17.24%,57.97,45.79,31.87,365.92,52.97,140.08,76.8,0.67,,,,,
21-Dec-21,SWAS,Derriford Hospital,93,100.00%,62,66.67%,36,38.71%,21,22.58%,16,17.20%,51.42,38.95,25.66,319.93,45.58,107.87,70.65,0.55,,,,,
22-Dec-21,SWAS,Derriford Hospital,92,100.00%,58,63.04%,31,33.70%,13,14.13%,9,9.78%,30.96,20.03,9.61,172.68,32.25,86.05,49.44,0.34,,,,,
23-Dec-21,SWAS,Derriford Hospital,110,100.00%,65,59.09%,31,28.18%,6,5.45%,3,2.73%,22.64,10.7,3.81,156.63,24.71,45.05,45.3,0.21,,,,,
24-Dec-21,SWAS,Derriford Hospital,103,100.00%,63,61.17%,29,28.16%,13,12.62%,4,3.88%,26.71,15.66,5.47,106.25,28.13,73.67,48.29,0.26,,,,,
25-Dec-21,SWAS,Derriford Hospital,93,100.00%,36,38.71%,9,9.68%,1,1.08%,0,0.00%,6.3,1.3,0.17,70.17,15.17,29.87,23.51,0.07,,,,,
26-Dec-21,SWAS,Derriford Hospital,118,100.00%,75,63.56%,45,38.14%,33,27.97%,19,16.10%,58.95,43.98,25.49,207.65,42.36,124.53,83.31,0.5,,,,,
27-Dec-21,SWAS,Derriford Hospital,107,100.00%,83,77.57%,70,65.42%,58,54.21%,52,48.60%,191.92,173.04,140.94,440.02,120.87,302.65,215.55,1.79,,,,,
28-Dec-21,SWAS,Derriford Hospital,83,100.00%,64,77.11%,53,63.86%,40,48.19%,30,36.14%,110.91,96.55,73.87,445.17,93.38,230.02,129.17,1.34,,,,,
29-Dec-21,SWAS,Derriford Hospital,90,100.00%,61,67.78%,51,56.67%,35,38.89%,27,30.00%,126.22,112.36,91.03,530.47,96.79,341.08,145.19,1.4,,,,,
30-Dec-21,SWAS,Derriford Hospital,89,100.00%,69,77.53%,57,64.04%,44,49.44%,37,41.57%,184.59,169.25,144.85,905.72,137.64,386.72,204.17,2.07,,,,,
31-Dec-21,SWAS,Derriford Hospital,84,100.00%,62,73.81%,55,65.48%,32,38.10%,23,27.38%,103.79,89.22,68.51,476.18,87.57,222.23,122.6,1.24,,,,,
01-Jan-22,SWAS,Derriford Hospital,79,100.00%,56,70.89%,48,60.76%,30,37.97%,21,26.58%,87.22,74.03,54.81,326.05,79.02,260.92,104.04,1.1,,,,,
02-Jan-22,SWAS,Derriford Hospital,83,100.00%,59,71.08%,41,49.40%,25,30.12%,15,18.07%,56.38,43.96,28.78,393.28,54,120.18,74.7,0.68,,,,,
03-Jan-22,SWAS,Derriford Hospital,113,100.00%,83,73.45%,58,51.33%,31,27.43%,22,19.47%,103.82,86.74,63.89,473.18,68.2,219.12,128.44,0.92,,,,,
04-Jan-22,SWAS,Derriford Hospital,94,100.00%,77,81.91%,67,71.28%,48,51.06%,45,47.87%,239.21,220.78,191.87,728.72,166.5,429.63,260.85,2.54,,,,,
05-Jan-22,SWAS,Derriford Hospital,69,100.00%,56,81.16%,45,65.22%,35,50.72%,30,43.48%,116.51,104.14,84.16,511.67,114.84,328.3,132.07,1.69,,,,,
06-Jan-22,SWAS,Derriford Hospital,87,100.00%,71,81.61%,58,66.67%,42,48.28%,33,37.93%,130.65,114.67,89.59,719.25,103.72,288.15,150.4,1.5,,,,,
07-Jan-22,SWAS,Derriford Hospital,71,100.00%,54,76.06%,49,69.01%,33,46.48%,31,43.66%,106.72,94.06,74.35,490.33,104.01,327.8,123.08,1.5,,,,,
08-Jan-22,SWAS,Derriford Hospital,79,100.00%,51,64.56%,30,37.97%,22,27.85%,15,18.99%,53.51,43.64,30.77,234.93,53.63,185.45,70.61,0.68,,,,,
09-Jan-22,SWAS,Derriford Hospital,79,100.00%,52,65.82%,40,50.63%,25,31.65%,22,27.85%,81.2,69.85,54.58,405.78,74.36,208.47,97.91,1.03,,,,,
10-Jan-22,SWAS,Derriford Hospital,91,100.00%,70,76.92%,52,57.14%,35,38.46%,32,35.16%,245.47,230.01,207.63,"1,043.20",175.16,743.2,265.66,2.7,,,,,
11-Jan-22,SWAS,Derriford Hospital,72,100.00%,53,73.61%,41,56.94%,29,40.28%,25,34.72%,109.78,98.5,80.64,541.83,104.77,290.83,125.73,1.52,,,,,
12-Jan-22,SWAS,Derriford Hospital,79,100.00%,58,73.42%,49,62.03%,34,43.04%,30,37.97%,129.13,116.13,96.51,414.67,110.87,319.45,145.99,1.63,,,,,
13-Jan-22,SWAS,Derriford Hospital,82,100.00%,66,80.49%,48,58.54%,33,40.24%,30,36.59%,93.17,79.26,60.03,371.2,81.75,199.38,111.73,1.14,,,,,
14-Jan-22,SWAS,Derriford Hospital,107,100.00%,82,76.64%,68,63.55%,43,40.19%,34,31.78%,143.04,124.25,98.29,554.08,93.98,274.2,167.6,1.34,,,,,
15-Jan-22,SWAS,Derriford Hospital,89,100.00%,71,79.78%,58,65.17%,49,55.06%,39,43.82%,142.98,127.08,100.69,455.92,109.49,299.43,162.42,1.61,,,,,
16-Jan-22,SWAS,Derriford Hospital,93,100.00%,63,67.74%,45,48.39%,27,29.03%,20,21.51%,88.02,75.1,58.3,315.48,69.57,242.83,107.84,0.95,,,,,
17-Jan-22,SWAS,Derriford Hospital,108,100.00%,79,73.15%,55,50.93%,33,30.56%,24,22.22%,89.68,72.58,51.72,275.95,63.13,203.2,113.64,0.83,,,,,
18-Jan-22,SWAS,Derriford Hospital,86,100.00%,57,66.28%,39,45.35%,20,23.26%,14,16.28%,77.98,66.69,52.8,719.12,66.86,173.6,95.84,0.91,,,,,
19-Jan-22,SWAS,Derriford Hospital,77,100.00%,59,76.62%,44,57.14%,31,40.26%,28,36.36%,278.13,265.97,247.2,957.38,230.03,819.12,295.2,3.61,,,,,
20-Jan-22,SWAS,Derriford Hospital,78,100.00%,66,84.62%,55,70.51%,45,57.69%,39,50.00%,156.31,141.65,117.6,503.52,133.92,322.72,174.09,2,,,,,
21-Jan-22,SWAS,Derriford Hospital,87,100.00%,65,74.71%,55,63.22%,45,51.72%,37,42.53%,165.85,151.29,127.12,664.78,127.46,353,184.81,1.91,,,,,
22-Jan-22,SWAS,Derriford Hospital,81,100.00%,64,79.01%,50,61.73%,35,43.21%,30,37.04%,153.07,138.28,118.22,623.45,126.94,349.02,171.37,1.89,,,,,
23-Jan-22,SWAS,Derriford Hospital,86,100.00%,51,59.30%,33,38.37%,17,19.77%,7,8.14%,38.08,27.35,15.25,342.08,38.1,83.1,54.61,0.44,,,,,
24-Jan-22,SWAS,Derriford Hospital,99,100.00%,71,71.72%,50,50.51%,37,37.37%,32,32.32%,258.05,244.02,222.97,"1,011.05",169.44,700.13,279.58,2.61,,,,,
25-Jan-22,SWAS,Derriford Hospital,73,100.00%,54,73.97%,44,60.27%,39,53.42%,35,47.95%,165.94,153.92,133.22,732.4,149.36,360.45,181.72,2.27,,,,,
26-Jan-22,SWAS,Derriford Hospital,78,100.00%,57,73.08%,47,60.26%,38,48.72%,36,46.15%,186.47,173.45,152.06,595.82,156.38,438.27,203.29,2.39,,,,,
27-Jan-22,SWAS,Derriford Hospital,80,100.00%,63,78.75%,54,67.50%,34,42.50%,27,33.75%,90.5,76.03,55.06,293.63,81.43,188.35,108.58,1.13,,,,,
28-Jan-22,SWAS,Derriford Hospital,89,100.00%,58,65.17%,44,49.44%,31,34.83%,28,31.46%,136.76,124.57,105.83,633.37,104.84,387.85,155.52,1.54,,,,,
29-Jan-22,SWAS,Derriford Hospital,84,100.00%,69,82.14%,62,73.81%,51,60.71%,47,55.95%,299.44,282.89,255.36,679.33,227.7,598.78,318.78,3.56,,,,,
30-Jan-22,SWAS,Derriford Hospital,69,100.00%,56,81.16%,47,68.12%,36,52.17%,34,49.28%,189.7,176.93,156.24,658.1,178.87,465.52,205.71,2.75,,,,,
31-Jan-22,SWAS,Derriford Hospital,64,100.00%,47,73.44%,41,64.06%,33,51.56%,31,48.44%,197.45,186,168.02,703.18,197.6,503.8,210.77,3.09,,,,,
01-Feb-22,SWAS,Derriford Hospital,73,100.00%,56,76.71%,50,68.49%,37,50.68%,33,45.21%,161.44,148.3,127.35,667.37,146.03,417.18,177.66,2.21,,,,,
02-Feb-22,SWAS,Derriford Hospital,81,100.00%,65,80.25%,49,60.49%,34,41.98%,25,30.86%,172.48,158.62,138.69,856.92,141,354.27,190.35,2.13,,,,,
03-Feb-22,SWAS,Derriford Hospital,65,100.00%,49,75.38%,42,64.62%,34,52.31%,34,52.31%,260.41,249.22,230.55,989.27,253.23,640.42,274.33,4.01,,,,,
04-Feb-22,SWAS,Derriford Hospital,80,100.00%,64,80.00%,48,60.00%,44,55.00%,39,48.75%,235.04,220.69,198.02,767.87,190,483.15,253.33,2.94,,,,,
05-Feb-22,SWAS,Derriford Hospital,77,100.00%,54,70.13%,44,57.14%,25,32.47%,16,20.78%,53,41.02,24.13,332.05,54.11,120.75,69.44,0.69,,,,,
06-Feb-22,SWAS,Derriford Hospital,89,100.00%,61,68.54%,34,38.20%,22,24.72%,15,16.85%,50.55,39.36,26.36,271.05,47.16,120.78,69.96,0.57,,,,,
07-Feb-22,SWAS,Derriford Hospital,94,100.00%,64,68.09%,49,52.13%,32,34.04%,30,31.91%,125.37,111.64,92.03,440.53,92.74,279.78,145.29,1.33,,,,,
08-Feb-22,SWAS,Derriford Hospital,102,100.00%,80,78.43%,65,63.73%,41,40.20%,27,26.47%,93.65,75.98,49.88,272.42,68.56,187.65,116.56,0.92,,,,,
09-Feb-22,SWAS,Derriford Hospital,84,100.00%,42,50.00%,21,25.00%,6,7.14%,3,3.57%,17.98,9.64,3.52,132.22,24.23,55.6,33.93,0.21,,,,,
10-Feb-22,SWAS,Derriford Hospital,83,100.00%,57,68.67%,31,37.35%,18,21.69%,15,18.07%,77.52,66.62,55.07,488.93,69.36,216.6,95.95,0.93,,,,,
11-Feb-22,SWAS,Derriford Hospital,92,100.00%,66,71.74%,47,51.09%,27,29.35%,22,23.91%,117.96,103.84,87.11,465.85,89.9,333.45,137.85,1.28,,,,,
12-Feb-22,SWAS,Derriford Hospital,85,100.00%,62,72.94%,45,52.94%,28,32.94%,21,24.71%,69.79,56.3,39.23,382.73,62.38,163.42,88.37,0.82,,,,,
13-Feb-22,SWAS,Derriford Hospital,78,100.00%,61,78.21%,46,58.97%,30,38.46%,25,32.05%,109.62,96.81,77.74,514.52,98,283,127.4,1.41,,,,,
14-Feb-22,SWAS,Derriford Hospital,65,100.00%,51,78.46%,43,66.15%,33,50.77%,29,44.62%,187.23,175.3,156.52,"1,096.73",186.35,571.63,201.88,2.88,,,,,
15-Feb-22,SWAS,Derriford Hospital,77,100.00%,59,76.62%,50,64.94%,44,57.14%,41,53.25%,253.31,240.08,216.89,929.63,210.5,440.57,270.14,3.29,,,,,
16-Feb-22,SWAS,Derriford Hospital,83,100.00%,63,75.90%,51,61.45%,42,50.60%,34,40.96%,125.39,111.42,88.7,534.85,103.69,273.07,143.44,1.51,,,,,
17-Feb-22,SWAS,Derriford Hospital,82,100.00%,59,71.95%,44,53.66%,32,39.02%,24,29.27%,106.41,93.33,74.54,480.12,90.63,238.82,123.87,1.3,,,,,
18-Feb-22,SWAS,Derriford Hospital,75,100.00%,63,84.00%,55,73.33%,43,57.33%,35,46.67%,217.88,203.38,178.84,583.3,188,452.62,235,2.91,,,,,
19-Feb-22,SWAS,Derriford Hospital,84,100.00%,59,70.24%,47,55.95%,34,40.48%,29,34.52%,112,99.06,79.07,680.52,92.39,225.75,129.34,1.33,,,,,
20-Feb-22,SWAS,Derriford Hospital,83,100.00%,58,69.88%,42,50.60%,33,39.76%,23,27.71%,71.97,59.67,41.69,292.02,64.7,174.5,89.5,0.87,,,,,
21-Feb-22,SWAS,Derriford Hospital,74,100.00%,56,75.68%,50,67.57%,41,55.41%,39,52.70%,260.64,247.37,224.89,"1,078.62",224.12,789.17,276.41,3.52,,,,,
22-Feb-22,SWAS,Derriford Hospital,62,100.00%,48,77.42%,41,66.13%,34,54.84%,32,51.61%,203.88,193.1,174.83,785.23,210.3,488.2,217.31,3.29,,,,,
23-Feb-22,SWAS,Derriford Hospital,73,100.00%,62,84.93%,59,80.82%,49,67.12%,43,58.90%,197.94,182.87,155.71,614.73,176.66,389.88,214.94,2.71,,,,,
24-Feb-22,SWAS,Derriford Hospital,74,100.00%,62,83.78%,55,74.32%,50,67.57%,49,66.22%,241.91,227.45,201.82,563.88,209.8,402.33,258.75,3.27,,,,,
25-Feb-22,SWAS,Derriford Hospital,93,100.00%,79,84.95%,50,53.76%,28,30.11%,18,19.35%,80.55,64.66,44.89,510.7,66.01,151.5,102.31,0.87,,,,,
26-Feb-22,SWAS,Derriford Hospital,88,100.00%,68,77.27%,54,61.36%,40,45.45%,35,39.77%,111.37,96.46,72.84,340,89.12,231.57,130.71,1.27,,,,,
27-Feb-22,SWAS,Derriford Hospital,89,100.00%,73,82.02%,60,67.42%,47,52.81%,39,43.82%,142.16,125.73,98.95,435.37,109.29,301.05,162.11,1.6,,,,,
28-Feb-22,SWAS,Derriford Hospital,95,100.00%,79,83.16%,66,69.47%,46,48.42%,41,43.16%,276.42,258.13,230.45,"1,192.47",187.83,504.67,297.4,2.91,,,,,
01-Mar-22,SWAS,Derriford Hospital,62,100.00%,50,80.65%,43,69.35%,35,56.45%,30,48.39%,272.61,261.25,242.64,"1,337.22",276.73,611.82,285.95,4.4,,,,,
02-Mar-22,SWAS,Derriford Hospital,64,100.00%,55,85.94%,49,76.56%,37,57.81%,32,50.00%,213.32,200.18,178.35,"1,004.22",213.95,570.55,228.21,3.33,,,,,
03-Mar-22,SWAS,Derriford Hospital,72,100.00%,62,86.11%,50,69.44%,38,52.78%,34,47.22%,222.49,208.83,187.81,844,199.5,550.07,239.4,3.09,,,,,
04-Mar-22,SWAS,Derriford Hospital,66,100.00%,55,83.33%,49,74.24%,45,68.18%,40,60.61%,298.23,285.75,262.93,"1,119.92",284.72,717.8,313.19,4.52,,,,,
05-Mar-22,SWAS,Derriford Hospital,62,100.00%,41,66.13%,38,61.29%,33,53.23%,29,46.77%,150.95,141.2,123.11,514,158.16,404.03,163.43,2.43,,,,,
06-Mar-22,SWAS,Derriford Hospital,68,100.00%,50,73.53%,45,66.18%,28,41.18%,24,35.29%,123.8,112.14,95.17,770.1,122.38,316.33,138.7,1.82,,,,,
07-Mar-22,SWAS,Derriford Hospital,89,100.00%,60,67.42%,52,58.43%,44,49.44%,35,39.33%,226.91,212.98,189.21,670.9,165.55,579.85,245.56,2.55,,,,,
08-Mar-22,SWAS,Derriford Hospital,72,100.00%,59,81.94%,50,69.44%,40,55.56%,35,48.61%,175.29,161.48,139.72,599.97,159.74,381.28,191.69,2.43,,,,,
09-Mar-22,SWAS,Derriford Hospital,64,100.00%,50,78.13%,42,65.63%,31,48.44%,28,43.75%,219.16,207.53,190.13,866.7,218.34,657.65,232.89,3.42,,,,,
10-Mar-22,SWAS,Derriford Hospital,65,100.00%,45,69.23%,42,64.62%,34,52.31%,29,44.62%,168.81,158.06,139.67,"1,201.03",168.29,467.08,182.32,2.6,,,,,
11-Mar-22,SWAS,Derriford Hospital,84,100.00%,73,86.90%,63,75.00%,52,61.90%,46,54.76%,277.88,260.71,232.6,706.08,212.24,537.67,297.13,3.31,,,,,
12-Mar-22,SWAS,Derriford Hospital,88,100.00%,62,70.45%,49,55.68%,35,39.77%,34,38.64%,177.24,163.99,143.56,630.93,133.32,382.75,195.54,2.01,,,,,
13-Mar-22,SWAS,Derriford Hospital,63,100.00%,56,88.89%,49,77.78%,41,65.08%,37,58.73%,320.72,307.67,285.03,"1,236.95",319.28,861.1,335.25,5.09,,,,,
14-Mar-22,SWAS,Derriford Hospital,58,100.00%,52,89.66%,45,77.59%,39,67.24%,38,65.52%,313.54,301.21,279.87,"1,261.15",338.85,899.7,327.55,5.41,,,,,
15-Mar-22,SWAS,Derriford Hospital,63,100.00%,45,71.43%,40,63.49%,32,50.79%,31,49.21%,224.11,213.34,195.67,"1,108.55",226.29,684.45,237.61,3.56,,,,,
16-Mar-22,SWAS,Derriford Hospital,64,100.00%,56,87.50%,50,78.13%,38,59.38%,34,53.13%,263.31,250.03,227.59,993.62,260.8,681.13,278.19,4.11,,,,,
17-Mar-22,SWAS,Derriford Hospital,65,100.00%,57,87.69%,49,75.38%,43,66.15%,37,56.92%,243.49,230.45,207.4,"1,011.32",238.64,561.1,258.53,3.75,,,,,
18-Mar-22,SWAS,Derriford Hospital,72,100.00%,59,81.94%,53,73.61%,43,59.72%,38,52.78%,242.45,228.6,206,839.98,215.82,556.32,258.99,3.37,,,,,
19-Mar-22,SWAS,Derriford Hospital,62,100.00%,52,83.87%,48,77.42%,38,61.29%,33,53.23%,157.16,144.63,122.88,518.53,165.22,415.87,170.72,2.53,,,,,
20-Mar-22,SWAS,Derriford Hospital,72,100.00%,58,80.56%,48,66.67%,40,55.56%,31,43.06%,163.94,150.86,128.19,"1,034.48",150.12,480.93,180.15,2.28,,,,,
21-Mar-22,SWAS,Derriford Hospital,60,100.00%,53,88.33%,43,71.67%,36,60.00%,33,55.00%,199.47,187.19,168.22,764.9,213.61,552.73,213.61,3.32,,,,,
22-Mar-22,SWAS,Derriford Hospital,69,100.00%,53,76.81%,47,68.12%,35,50.72%,34,49.28%,219.97,207.56,188.55,890.62,204.18,519.28,234.81,3.19,,,,,
23-Mar-22,SWAS,Derriford Hospital,57,100.00%,51,89.47%,47,82.46%,43,75.44%,41,71.93%,251.74,239.34,216.56,848.75,279.38,646.28,265.42,4.42,,,,,
24-Mar-22,SWAS,Derriford Hospital,72,100.00%,56,77.78%,48,66.67%,42,58.33%,34,47.22%,274.66,262.19,240.46,"1,288.98",241.81,605.15,290.18,3.81,,,,,
25-Mar-22,SWAS,Derriford Hospital,54,100.00%,46,85.19%,41,75.93%,38,70.37%,33,61.11%,311,300.17,280.27,"1,245.58",359.23,930.2,323.3,5.76,,,,,
26-Mar-22,SWAS,Derriford Hospital,60,100.00%,45,75.00%,42,70.00%,34,56.67%,26,43.33%,140.46,129.57,110.71,"1,075.93",153.17,318.12,153.17,2.34,,,,,
27-Mar-22,SWAS,Derriford Hospital,48,100.00%,38,79.17%,34,70.83%,28,58.33%,27,56.25%,141.81,132.9,116.96,856.13,190.76,599.52,152.61,2.95,,,,,
28-Mar-22,SWAS,Derriford Hospital,78,100.00%,68,87.18%,54,69.23%,43,55.13%,38,48.72%,373.6,358.43,334.63,"1,184.95",301.08,"1,093.52",391.4,4.79,,,,,
29-Mar-22,SWAS,Derriford Hospital,48,100.00%,37,77.08%,31,64.58%,29,60.42%,25,52.08%,144.63,135.96,121.25,890.6,193.62,470.78,154.89,3.01,,,,,
30-Mar-22,SWAS,Derriford Hospital,74,100.00%,53,71.62%,47,63.51%,37,50.00%,32,43.24%,271.07,258.53,237.4,"1,051.42",232.11,634.12,286.26,3.66,,,,,
