Month Year,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Count of Handovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
Apr-20,SECAmb,St Peter'S Hospital,"1,960",96.17%,"1,369",69.85%,104,5.31%,0,0.00%,0,0.00%,148.94,12.06,0,59.05,18.6,26.25,607.5,0.08
Apr-20,SECAmb,St Richard'S Hospital,"1,284",93.11%,662,51.56%,90,7.01%,0,0.00%,0,0.00%,83.77,11.25,0,59.37,16.95,26.96,362.71,0.07
Apr-20,LAS,St Thomas',"1,648",96.43%,"1,236",75.00%,127,7.71%,1,0.06%,1,0.06%,161.05,10.38,0.14,68.52,19.99,28.6,549.19,0.1
Apr-20,NWAS,Stepping Hill,955,57.46%,520,54.45%,136,14.24%,4,0.42%,0,0.00%,93.52,22.67,0.65,76.02,18.95,33.06,301.68,0.1
Apr-20,SCAS,Stoke Mandeville Hospital,948,70.01%,534,56.33%,62,6.54%,5,0.53%,1,0.11%,74.08,11.94,1.17,98.15,18,25.18,284.35,0.08
Apr-20,NEAS,Sunderland Royal A&E,"1,253",56.04%,803,64.09%,122,9.74%,7,0.56%,0,0.00%,115.04,50.14,6.97,84.48,18.48,54.5,385.94,0.09
Apr-20,NWAS,Tameside General,"1,002",61.59%,686,68.46%,152,15.17%,3,0.30%,0,0.00%,113.1,22.03,0.61,84.93,20.71,34.06,345.92,0.11
Apr-20,SWAS,Torbay Hospital,"1,471",100.00%,250,17.00%,24,1.63%,2,0.14%,1,0.07%,26.02,3.89,1.1,112.93,9.89,17.91,242.57,0.02
Apr-20,SWAS,Treliske Hospital,"2,004",100.00%,563,28.09%,90,4.49%,5,0.25%,2,0.10%,80.15,16.3,2.29,128.22,12.03,23.01,401.76,0.04
Apr-20,SECAmb,Tunbridge Wells Hospital,"1,565",94.85%,890,56.87%,82,5.24%,3,0.19%,1,0.06%,96.71,9.58,0.78,91.57,17.28,25.82,450.61,0.06
Apr-20,WMAS,Uni Hospital Cov & War,"2,660",78.30%,"2,025",76.13%,274,10.30%,6,0.23%,2,0.08%,276.36,32.2,1.61,102.18,20.33,30.01,901.44,0.1
Apr-20,NEAS,Uni Hsp Of North Durham A&E,"1,582",89.28%,618,39.06%,61,3.86%,2,0.13%,1,0.06%,66.87,22.78,2.29,107.35,14.21,50.45,374.72,0.04
Apr-20,LAS,University College,861,95.88%,465,54.01%,36,4.18%,0,0.00%,0,0.00%,46.37,3.04,0,58.85,16.01,24.07,229.72,0.05
Apr-20,NEAS,University Hsp Of North Tees A&E,665,42.77%,249,37.44%,26,3.91%,0,0.00%,0,0.00%,28.11,8.82,0,54.77,14.05,48.18,155.73,0.04
Apr-20,WMAS,Walsall Manor,"2,151",91.53%,685,31.85%,28,1.30%,0,0.00%,0,0.00%,56.35,1.64,0,48.03,13.76,20.54,493.35,0.03
Apr-20,NWAS,Warrington,723,50.03%,387,53.53%,61,8.44%,3,0.41%,0,0.00%,53.47,8.47,0.16,65.62,17.06,28.2,205.56,0.07
Apr-20,WMAS,Warwick,"1,238",91.23%,791,63.89%,41,3.31%,0,0.00%,0,0.00%,75.86,3.28,0,46.22,17.61,24.63,363.38,0.06
Apr-20,EEAST,Watford General Hospital,"1,748",82.88%,"1,295",74.08%,345,19.74%,27,1.54%,14,0.80%,256.2,68.99,13.85,145.77,22.71,37.74,661.59,0.15
Apr-20,NWAS,West Cumberland,41,6.52%,29,70.73%,9,21.95%,2,4.88%,0,0.00%,6.96,2.51,0.33,75.72,24.39,34.16,16.66,0.17
Apr-20,LAS,West Middlesex,"1,617",96.88%,848,52.44%,60,3.71%,2,0.12%,2,0.12%,91.22,7.19,0.18,66,16.39,25.08,441.8,0.06
Apr-20,EEAST,West Suffolk Hospital,"1,287",93.67%,811,63.01%,84,6.53%,7,0.54%,1,0.08%,101.42,12.57,1.52,90.62,18.06,27.26,387.46,0.08
Apr-20,SWAS,Weston General Hospital,752,100.00%,197,26.20%,19,2.53%,0,0.00%,0,0.00%,21.14,2.08,0,56.63,12.19,21.54,152.84,0.03
Apr-20,SCAS,Wexham Park Hospital,"1,902",93.97%,895,47.06%,56,2.94%,3,0.16%,2,0.11%,87.27,8.15,1.57,112.3,15.87,22.75,503.22,0.05
Apr-20,LAS,Whipps Cross,"1,307",92.56%,"1,007",77.05%,238,18.21%,7,0.54%,7,0.54%,174.03,29.17,2.55,117.6,21.95,32.8,478.18,0.13
Apr-20,NWAS,Whiston,"1,778",82.01%,967,54.39%,149,8.38%,1,0.06%,0,0.00%,128.68,18.06,0.29,77.42,17.25,28.51,511.28,0.07
Apr-20,LAS,Whittington,"1,072",95.37%,669,62.41%,161,15.02%,10,0.93%,10,0.93%,114.26,26.15,3.07,108.62,19.71,31.53,352.07,0.11
Apr-20,SECAmb,William Harvey Hospital,"2,309",95.22%,"1,763",76.35%,238,10.31%,4,0.17%,0,0.00%,243.88,26.59,0.73,84.05,20.54,29.84,790.44,0.11
Apr-20,WMAS,Worcestershire Royal,"1,947",86.92%,937,48.13%,64,3.29%,1,0.05%,0,0.00%,86.23,6.4,0.09,65.37,16.03,22.95,520.15,0.04
Apr-20,SECAmb,Worthing Hospital,"1,549",93.99%,836,53.97%,66,4.26%,3,0.19%,0,0.00%,80.6,8.15,0.3,68.95,16.67,23.72,430.36,0.05
Apr-20,NWAS,Wythenshawe,"1,336",79.05%,933,69.84%,211,15.79%,8,0.60%,0,0.00%,159.9,32.82,1.37,83.02,21.08,34.33,469.43,0.12
Apr-20,SWAS,Yeovil District Hospital,"1,060",100.00%,233,21.98%,34,3.21%,3,0.28%,1,0.09%,31.63,6.18,1.07,103.1,11.32,21.08,199.94,0.03
Apr-20,YAS,York District Hospital,"1,222",80.39%,220,18.00%,34,2.78%,1,0.08%,0,0.00%,29.51,3.92,0.26,75.62,8.72,18.67,177.62,0.02
May-20,EEAST,Addenbrookes Hospital,"2,500",94.59%,"1,476",59.04%,223,8.92%,9,0.36%,1,0.04%,208.92,31.72,1.77,103.73,18.24,29.36,760.16,0.08
May-20,NWAS,Aintree University,"3,684",79.19%,"1,222",33.17%,94,2.55%,2,0.05%,0,0.00%,113.45,11.92,0.36,70.77,13.69,21.26,840.86,0.03
May-20,YAS,Airedale General Hospital,468,46.71%,167,35.68%,42,8.97%,2,0.43%,0,0.00%,30.59,6,0.31,69.67,13.77,26.99,107.4,0.07
May-20,NWAS,Alder Hey,10,1.68%,6,60.00%,0,0.00%,0,0.00%,0,0.00%,0.46,0,0,23.53,15.82,15.82,2.64,0.05
May-20,WMAS,Alexandra,"1,606",98.11%,269,16.75%,6,0.37%,0,0.00%,0,0.00%,14.35,0.61,0,44.73,12.15,16.06,325.25,0.01
May-20,NWAS,Arrowe Park,"3,748",85.69%,"1,510",40.29%,168,4.48%,12,0.32%,2,0.05%,185.71,30.63,5.13,166.18,15.05,24.53,940.04,0.05
May-20,LAS,Barnet,"1,317",98.65%,930,70.62%,141,10.71%,4,0.30%,4,0.30%,129.18,16.29,0.45,82.48,19.89,29.48,436.49,0.1
May-20,EEAST,Barnet General Hospital,338,83.25%,272,80.47%,71,21.01%,1,0.30%,0,0.00%,49.06,7.16,0.04,62.53,22.71,33.84,127.92,0.15
May-20,YAS,Barnsley District General,"1,396",79.54%,535,38.32%,80,5.73%,6,0.43%,1,0.07%,76.9,15.14,2.44,102.73,14.36,25.35,334.01,0.06
May-20,EEAST,Basildon & Thurrock Hospital,"2,057",92.24%,"1,045",50.80%,116,5.64%,1,0.05%,0,0.00%,119.01,14.28,0.48,88.75,16.66,25.96,571.2,0.06
May-20,EMAS,Bassetlaw District General Hospital,745,100.00%,516,69.26%,96,12.89%,5,0.67%,1,0.13%,255.74,41.99,2.05,104,20.79,31.53,258.16,0.34
May-20,EEAST,Bedford Hospital South Wing,"1,511",95.45%,722,47.78%,45,2.98%,0,0.00%,0,0.00%,61.75,4.49,0,51.93,15.44,22.94,388.8,0.04
May-20,WMAS,Birmingham Childrens,724,87.44%,162,22.38%,14,1.93%,0,0.00%,0,0.00%,15.7,1.44,0,45,12.07,18.81,145.69,0.02
May-20,NWAS,Blackpool Victoria,"4,090",78.29%,"1,876",45.87%,176,4.30%,0,0.00%,0,0.00%,205.15,16.49,0,54.8,15.7,24.92,"1,070.01",0.05
May-20,EMAS,Boston Pilgrim Hospital,"1,602",100.00%,"1,096",68.41%,114,7.12%,9,0.56%,4,0.25%,486.19,51.28,6.35,113,19.06,27.84,508.8,0.3
May-20,YAS,Bradford Royal Infirmary,"1,935",75.59%,908,46.93%,250,12.92%,10,0.52%,1,0.05%,171.41,39.65,1.44,91.2,16.33,32.06,526.57,0.09
May-20,SWAS,Bristol Royal Infirmary,"2,319",100.00%,967,41.70%,240,10.35%,27,1.16%,7,0.30%,188.1,56.53,10.99,156.32,16.04,30.68,619.93,0.08
May-20,EEAST,Broomfield Hospital,"2,190",96.35%,"1,563",71.37%,245,11.19%,8,0.37%,0,0.00%,216.2,31.65,0.79,78.43,20.09,31.06,733.11,0.1
May-20,WMAS,Burton,"1,082",95.75%,708,65.43%,32,2.96%,2,0.18%,0,0.00%,58.55,4.13,0.26,71.88,17.43,23.02,314.28,0.05
May-20,EMAS,Burton Queens Hospital,414,100.00%,295,71.26%,46,11.11%,3,0.72%,2,0.48%,132.9,18.2,1.96,106.32,20.82,30.02,143.66,0.32
May-20,YAS,Calderdale Royal Hospital,690,52.55%,97,14.06%,18,2.61%,0,0.00%,0,0.00%,15.5,2.88,0,55.53,6.72,17.04,77.28,0.02
May-20,LAS,Charing Cross,"1,172",97.26%,643,54.86%,30,2.56%,0,0.00%,0,0.00%,59.75,2.55,0,53.77,16.13,23.39,315.06,0.05
May-20,LAS,Chelsea & Westminster,"1,131",96.83%,508,44.92%,12,1.06%,0,0.00%,0,0.00%,40.44,0.78,0,51.32,15.22,21.64,286.97,0.04
May-20,SWAS,Cheltenham General Hospital,641,100.00%,176,27.46%,36,5.62%,1,0.16%,0,0.00%,25.82,6.01,0.12,67,12.26,23.12,130.93,0.04
May-20,EMAS,Chesterfield Royal Hospital,"2,246",100.00%,"1,741",77.52%,412,18.34%,4,0.18%,1,0.04%,821.22,157,2.06,103.87,22.34,33.87,836.36,0.37
May-20,WMAS,City (Birmingham),"1,402",89.19%,338,24.11%,15,1.07%,0,0.00%,0,0.00%,28.06,1.63,0,46,12.73,18.6,297.53,0.02
May-20,EEAST,Colchester General Hospital,"2,677",96.68%,"1,901",71.01%,163,6.09%,3,0.11%,1,0.04%,228.02,22.16,1.59,106.07,18.88,27.8,842.22,0.09
May-20,SECAmb,Conquest Hospital,"1,457",87.30%,"1,103",75.70%,182,12.49%,7,0.48%,0,0.00%,161,23.57,0.72,74.03,20.68,31.26,502.1,0.11
May-20,NWAS,Countess Of Chester,"1,100",43.65%,544,49.45%,58,5.27%,2,0.18%,0,0.00%,65.41,8.03,0.05,61.57,16.4,26.19,300.73,0.06
May-20,WMAS,County Hospital (Stafford),786,95.85%,172,21.88%,8,1.02%,1,0.13%,0,0.00%,12.6,0.97,0.04,62.33,12.76,17.59,167.16,0.02
May-20,LAS,Croydon University (Mayday),"2,101",97.68%,"1,499",71.35%,121,5.76%,0,0.00%,0,0.00%,169.14,10.76,0,57.38,19.01,27.03,665.54,0.08
May-20,NWAS,Cumberland Infirmary,"1,766",63.94%,"1,294",73.27%,284,16.08%,20,1.13%,6,0.34%,231.72,54.84,8.07,116.05,21.94,35.97,645.69,0.13
May-20,SECAmb,Darent Valley Hospital,"1,666",91.49%,937,56.24%,116,6.96%,0,0.00%,0,0.00%,111.82,11.02,0,58.82,17.41,27.16,483.53,0.07
May-20,NEAS,Darlington Memorial A&E,"1,214",92.32%,357,29.41%,26,2.14%,0,0.00%,0,0.00%,32.34,8.04,0,40.73,12.78,47.41,258.58,0.03
May-20,SWAS,Derriford Hospital,"3,327",100.00%,794,23.87%,169,5.08%,11,0.33%,2,0.06%,133.55,33.7,3.57,105,11.33,23.12,628.21,0.04
May-20,YAS,Doncaster Royal Infirmary,"1,724",84.51%,694,40.26%,190,11.02%,31,1.80%,9,0.52%,152.07,54.18,11.52,117.73,15.68,32.85,450.56,0.09
May-20,SWAS,Dorset County Hospital,"1,377",100.00%,124,9.01%,25,1.82%,3,0.22%,0,0.00%,18.94,4.58,0.69,89.88,7.59,15.04,174.13,0.01
May-20,LAS,Ealing,"1,155",98.05%,372,32.21%,20,1.73%,1,0.09%,1,0.09%,31.78,1.23,0.11,66.43,13.31,20.32,256.14,0.03
May-20,SECAmb,East Surrey Hospital,"2,594",97.67%,"1,655",63.80%,103,3.97%,2,0.08%,0,0.00%,163.13,8.55,0.11,65.72,17.57,25.12,759.7,0.06
May-20,SECAmb,Eastbourne Dgh,"1,383",80.50%,"1,207",87.27%,381,27.55%,17,1.23%,0,0.00%,248.03,54.66,2.77,86.57,25.25,37.5,582.07,0.18
May-20,SECAmb,Epsom Hospital,948,95.76%,563,59.39%,49,5.17%,1,0.11%,0,0.00%,60.01,4.78,0.32,79.15,17.45,25.1,275.7,0.06
May-20,NWAS,Fairfield General,"1,977",59.46%,"1,011",51.14%,146,7.38%,2,0.10%,0,0.00%,137.77,18.23,0.34,70.13,17.13,27.75,564.58,0.07
May-20,SCAS,Frimley Park Hospital,621,90.39%,410,66.02%,53,8.53%,2,0.32%,0,0.00%,53.89,8.02,0.32,77.72,19.19,27.41,198.63,0.09
May-20,SECAmb,Frimley Park Hospital,"1,925",96.83%,"1,345",69.87%,183,9.51%,4,0.21%,0,0.00%,177.59,24.04,0.58,85.37,19.64,29.16,629.99,0.09
May-20,NWAS,Furness General,944,73.98%,626,66.31%,183,19.39%,26,2.75%,8,0.85%,132.32,44.63,7.36,99.2,22.08,40.77,347.33,0.14
May-20,WMAS,George Elliot,"1,115",89.99%,793,71.12%,80,7.17%,1,0.09%,0,0.00%,92.86,6.89,0.23,73.55,19.28,27.29,358.2,0.08
May-20,EMAS,Glenfield General Hospital,"1,113",100.00%,657,59.03%,156,14.02%,13,1.17%,2,0.18%,310.06,75.59,7.02,123.1,19.98,33.19,370.62,0.28
May-20,SWAS,Gloucester Royal Hospital,"2,930",100.00%,703,23.99%,99,3.38%,1,0.03%,0,0.00%,86.63,12.71,0.1,65.77,11.45,21.42,559.03,0.03
May-20,WMAS,Good Hope,"1,781",79.51%,"1,330",74.68%,288,16.17%,17,0.95%,0,0.00%,228.21,47.23,3.24,89.43,21.9,34.45,650.2,0.13
May-20,SWAS,Great Western Hospital,"2,136",100.00%,614,28.75%,164,7.68%,25,1.17%,4,0.19%,126.64,45.72,7.99,127.02,12.86,27.63,457.9,0.06
May-20,EMAS,Grimsby Diana Princess Of Wales,"1,788",100.00%,984,55.03%,203,11.35%,9,0.50%,0,0.00%,501.99,89.97,2.66,77.43,18.23,29.94,543.18,0.28
May-20,YAS,Harrogate District Hospital,334,36.95%,115,34.43%,20,5.99%,2,0.60%,0,0.00%,17.72,3.79,0.27,74.42,14.12,23.7,78.62,0.05
May-20,WMAS,Heartlands,"3,007",90.52%,"2,093",69.60%,343,11.41%,26,0.86%,3,0.10%,330.06,61.55,5.74,109.43,20.47,32.3,"1,025.97",0.11
May-20,WMAS,Hereford County,"1,228",83.54%,817,66.53%,100,8.14%,0,0.00%,0,0.00%,99.44,11.05,0,59.43,18.88,27.89,386.51,0.08
May-20,LAS,Hillingdon,"1,672",98.24%,542,32.42%,49,2.93%,2,0.12%,2,0.12%,56.21,6.08,0.82,91.03,13.23,21.79,368.73,0.03
May-20,EEAST,Hinchingbrooke Hospital,"1,031",92.47%,658,63.82%,95,9.21%,4,0.39%,2,0.19%,89.98,14.95,1.44,105.5,18.44,29.1,316.82,0.09
May-20,LAS,Homerton,"1,151",96.08%,509,44.22%,31,2.69%,1,0.09%,1,0.09%,41.9,4.17,0.75,105,14.51,21.59,278.38,0.04
May-20,SCAS,Horton General Hospital,349,60.91%,86,24.64%,8,2.29%,0,0.00%,0,0.00%,8.56,1.14,0,54.92,12.86,16.28,74.82,0.02
May-20,YAS,Huddersfield Royal Infirmary,752,49.83%,207,27.53%,36,4.79%,2,0.27%,0,0.00%,31.15,6.13,0.23,73.47,10.61,22.69,133.03,0.04
May-20,YAS,Hull Royal Infirmary,"2,810",86.14%,"1,231",43.81%,171,6.09%,9,0.32%,0,0.00%,166.15,27.13,1.3,79.25,15.23,26.01,713.18,0.06
May-20,EEAST,Ipswich Hospital,"2,120",91.46%,"1,236",58.30%,173,8.16%,24,1.13%,5,0.24%,180.65,41.08,9.39,228.25,17.89,30.13,632,0.09
May-20,NEAS,James Cook A&E,808,46.22%,484,59.90%,78,9.65%,8,0.99%,2,0.25%,71.68,34.63,8.78,102.57,18.36,53.89,247.26,0.09
May-20,EEAST,James Paget Hospital,"1,886",98.54%,798,42.31%,64,3.39%,10,0.53%,2,0.11%,83.77,12.61,2.33,100.17,15.29,23.22,480.71,0.04
May-20,SCAS,John Radcliffe Hospital,"2,050",69.68%,584,28.49%,45,2.20%,3,0.15%,2,0.10%,59.7,9.24,2.97,154.22,13.3,18.77,454.51,0.03
May-20,EMAS,Kettering General Hospital,"2,377",100.00%,"1,664",70.00%,344,14.47%,11,0.46%,2,0.08%,717.4,136.56,6.73,92.03,20.63,32.69,817.27,0.3
May-20,LAS,"King Georges, Ilford","1,081",94.91%,840,77.71%,126,11.66%,0,0.00%,0,0.00%,116.32,9.34,0,56,20.52,30.14,369.77,0.11
May-20,LAS,Kings College,"1,956",96.35%,"1,553",79.40%,267,13.65%,3,0.15%,3,0.15%,236.9,26.48,0.95,113.55,21.54,31.26,702.28,0.12
May-20,EMAS,Kings Mill Hospital,"2,769",100.00%,"1,365",49.30%,109,3.94%,9,0.33%,3,0.11%,573.48,47.16,8.38,203.47,16.33,23.97,753.8,0.21
May-20,LAS,Kingston,"1,681",98.36%,"1,042",61.99%,34,2.02%,1,0.06%,1,0.06%,100.1,4.23,0.21,72.35,17.34,24.72,485.9,0.06
May-20,YAS,Leeds General Infirmary,803,34.35%,201,25.03%,39,4.86%,2,0.25%,0,0.00%,31.48,5.63,0.03,61.55,9.21,22.09,123.25,0.04
May-20,EMAS,Leicester Royal Infirmary,"4,841",100.00%,"3,359",69.39%,557,11.51%,25,0.52%,5,0.10%,"1,791.09",272.35,13.41,116.9,19.98,31.01,"1,612.02",0.37
May-20,NWAS,Leighton,560,15.83%,262,46.79%,29,5.18%,0,0.00%,0,0.00%,30.74,3.25,0,49.67,16,24.96,149.37,0.05
May-20,LAS,Lewisham,"1,456",97.33%,"1,052",72.25%,153,10.51%,4,0.27%,4,0.27%,155.56,16.01,0.47,71.6,20.33,29.83,493.46,0.11
May-20,EMAS,Lincoln County Hospital,"2,520",100.00%,"1,576",62.54%,224,8.89%,17,0.67%,5,0.20%,801.58,115.12,10.98,152.83,18.96,28.92,796.33,0.32
May-20,EEAST,Lister Hospital,"1,898",86.04%,"1,284",67.65%,279,14.70%,11,0.58%,2,0.11%,205.07,38.47,3.19,114.83,19.86,33.09,628.18,0.11
May-20,EEAST,Luton And Dunstable Hospital,"1,797",74.47%,"1,315",73.18%,303,16.86%,12,0.67%,0,0.00%,218.22,39.66,1.33,76.65,21.16,32.77,633.81,0.12
May-20,NWAS,Macclesfield General,608,32.24%,408,67.11%,78,12.83%,4,0.66%,0,0.00%,61.97,11.14,0.35,66.47,20.14,31.4,204.13,0.1
May-20,SECAmb,Maidstone Hospital,"1,213",91.34%,502,41.38%,70,5.77%,0,0.00%,0,0.00%,56.71,6.96,0,52.73,14.97,23.72,302.55,0.05
May-20,NWAS,Manchester Royal Infirmary,"3,134",79.52%,"1,327",42.34%,94,3.00%,3,0.10%,0,0.00%,129.61,11.44,0.59,81.18,15.05,23.13,786.06,0.04
May-20,SECAmb,Medway Maritime Hospital,"3,217",96.38%,780,24.25%,106,3.29%,14,0.44%,5,0.16%,94.14,21.7,4.43,104.22,12.6,20.23,675.37,0.03
May-20,SCAS,Milton Keynes General Hospital,"1,513",86.61%,703,46.46%,47,3.11%,1,0.07%,0,0.00%,68.09,5.45,0.15,69.17,15.81,22.15,398.65,0.05
May-20,SWAS,Musgrove Park Hospital,"2,141",100.00%,324,15.13%,45,2.10%,0,0.00%,0,0.00%,38.98,5.11,0,56.25,10.07,18.06,359.29,0.02
May-20,WMAS,New Cross,"3,370",94.50%,"1,042",30.92%,25,0.74%,1,0.03%,0,0.00%,69.48,2.95,0.01,60.43,13.67,19.04,767.83,0.02
May-20,WMAS,New Queen Elizabeth Hosp,"3,331",82.02%,"2,062",61.90%,234,7.02%,8,0.24%,0,0.00%,252.72,28.61,1.28,83.58,18.23,27.54,"1,012.24",0.08
May-20,LAS,Newham,"1,557",94.42%,"1,121",72.00%,195,12.52%,5,0.32%,5,0.32%,156.75,19.44,1.09,78.83,19.68,30.46,510.7,0.1
May-20,EEAST,Norfolk & Norwich University Hospital,"3,949",95.25%,"2,682",67.92%,738,18.69%,117,2.96%,54,1.37%,619.7,235.95,71.03,239.73,23.18,41.67,"1,525.91",0.16
May-20,SWAS,North Devon District Hospital,"1,193",100.00%,217,18.19%,30,2.51%,3,0.25%,0,0.00%,26.51,3.74,0.48,86.03,9.81,19.2,195.13,0.02
May-20,SCAS,North Hants Hospital,"1,303",85.27%,470,36.07%,46,3.53%,1,0.08%,0,0.00%,50.8,5.49,0.22,73.48,14.7,22.09,319.31,0.04
May-20,NWAS,North Manchester General,"1,514",50.23%,799,52.77%,108,7.13%,2,0.13%,0,0.00%,104.48,14.73,0.9,86.98,17.11,27.81,431.8,0.07
May-20,LAS,North Middlesex,"2,492",98.26%,"1,812",72.71%,340,13.64%,3,0.12%,3,0.12%,267.71,33.91,0.21,69.45,20.42,31.43,848.02,0.11
May-20,NEAS,North Tees Hospital A&E,876,54.11%,289,32.99%,21,2.40%,0,0.00%,0,0.00%,28.83,7.85,0,59.8,13.18,46.64,192.47,0.03
May-20,EMAS,Northampton General Hospital,"2,549",100.00%,"1,233",48.37%,132,5.18%,2,0.08%,1,0.04%,574.54,58.65,3.02,217.53,16.25,25.47,690.17,0.23
May-20,YAS,Northern General Hospital,"2,828",87.50%,741,26.20%,111,3.93%,7,0.25%,0,0.00%,101.8,19.56,0.99,74.78,12.47,22.1,587.85,0.04
May-20,LAS,Northwick Park,"2,925",98.39%,920,31.45%,41,1.40%,0,0.00%,0,0.00%,76.89,5.11,0,51.22,13.1,20.22,638.38,0.03
May-20,EMAS,Nottingham City Hospital Campus,561,100.00%,327,58.29%,109,19.43%,12,2.14%,3,0.53%,159.67,49.05,5.92,100,20.84,35.85,194.88,0.28
May-20,NEAS,Nsec A&E,"3,034",90.00%,"1,565",51.58%,160,5.27%,5,0.16%,0,0.00%,171.4,62,4.5,81.8,16.38,53.36,828.14,0.06
May-20,EEAST,Peterborough City Hospital,"1,947",93.83%,"1,636",84.03%,437,22.44%,4,0.21%,0,0.00%,306.08,51.79,0.23,67.42,23.91,35.73,775.88,0.16
May-20,EMAS,Peterborough City Hospital,858,100.00%,649,75.64%,207,24.13%,3,0.35%,0,0.00%,316.84,78.73,0.64,70,23.24,35.95,332.4,0.37
May-20,YAS,Pinderfields General Hospital,"2,305",72.69%,401,17.40%,69,2.99%,6,0.26%,1,0.04%,62.11,12.29,2.14,144.52,8.57,19.78,329.36,0.03
May-20,SWAS,Poole Hospital,"1,885",100.00%,566,30.03%,85,4.51%,3,0.16%,0,0.00%,77.41,12.34,0.24,70.15,13.07,23.83,410.73,0.04
May-20,EEAST,Princess Alexandra Hospital,"1,407",92.69%,764,54.30%,117,8.32%,4,0.28%,0,0.00%,104.05,15.67,0.48,73.42,17.3,28.22,405.66,0.07
May-20,WMAS,Princess Royal,"1,233",83.25%,471,38.20%,32,2.60%,0,0.00%,0,0.00%,44.71,3.79,0,57.57,14.76,21.7,303.38,0.04
May-20,SECAmb,Princess Royal Hospital,613,89.49%,365,59.54%,56,9.14%,3,0.49%,0,0.00%,51.86,8.07,0.54,86.45,18.55,28.17,189.53,0.08
May-20,LAS,"Princess Royal, Farnborough","1,807",96.42%,828,45.82%,89,4.93%,1,0.06%,1,0.06%,91.83,10.91,0,60.28,15.4,24.29,463.73,0.05
May-20,SCAS,Queen Alexandra Hospital,"3,660",94.67%,910,24.86%,61,1.67%,4,0.11%,1,0.03%,79.42,11.26,1.59,113.3,12.97,18.5,790.99,0.02
May-20,NEAS,Queen Elizabeth Emrg Hub,"1,550",95.56%,532,34.32%,10,0.65%,0,0.00%,0,0.00%,34.01,3.7,0,42.02,13.31,49.48,343.79,0.02
May-20,EEAST,Queen Elizabeth Hospital,"1,567",91.37%,740,47.22%,131,8.36%,26,1.66%,3,0.19%,118.21,37.6,6.65,114.35,17.11,29.89,446.76,0.08
May-20,LAS,"Queen Elizabeth Ii, Woolwich","2,370",97.85%,710,29.96%,45,1.90%,0,0.00%,0,0.00%,57.3,4.34,0,53.75,13.6,19.62,537.39,0.02
May-20,SECAmb,Queen Elizabeth Queen Mother Hospital,"2,357",97.44%,950,40.31%,20,0.85%,0,0.00%,0,0.00%,68.94,1.83,0,55.88,14.43,20.69,566.72,0.03
May-20,EMAS,Queens Medical Centre Campus Hospital,"4,713",100.00%,"1,389",29.47%,194,4.12%,15,0.32%,6,0.13%,602.42,82.46,10.38,165.08,13.95,23.2,"1,095.98",0.13
May-20,LAS,"Queens, Romford  A&E","2,748",96.56%,"2,238",81.44%,592,21.54%,3,0.11%,3,0.11%,398.56,49.8,0.36,70.07,22.96,33.66,"1,051.58",0.15
May-20,YAS,Rotherham District General Hos,"1,803",93.76%,608,33.72%,53,2.94%,5,0.28%,2,0.11%,67.45,11.51,1.64,110.98,13.43,22.22,403.48,0.04
May-20,NWAS,Royal Albert Edward Infirmary,"2,901",74.54%,"1,646",56.74%,396,13.65%,37,1.28%,0,0.00%,302.03,76.74,5.15,79.25,19.36,33.84,935.93,0.1
May-20,SCAS,Royal Berkshire Hospital,"1,483",58.32%,582,39.24%,51,3.44%,5,0.34%,1,0.07%,60.07,10.09,2.45,143.87,15.03,19.29,371.51,0.04
May-20,NWAS,Royal Blackburn,"5,152",85.13%,"3,170",61.53%,451,8.75%,10,0.19%,0,0.00%,423.15,53.86,2.09,84.55,18.27,28.52,"1,568.57",0.08
May-20,NWAS,Royal Bolton,"3,675",84.52%,"1,812",49.31%,236,6.42%,14,0.38%,0,0.00%,239.63,41.69,2.19,82.88,16.8,27.19,"1,029.04",0.07
May-20,SWAS,Royal Bournemouth Hospital,"1,756",100.00%,504,28.70%,93,5.30%,1,0.06%,0,0.00%,74.37,12.89,0.22,73.22,12.85,24.13,375.94,0.04
May-20,EMAS,Royal Derby Hospital,"3,795",100.00%,"2,676",70.51%,430,11.33%,23,0.61%,7,0.18%,"1,275.82",189.74,12.75,164.9,20.25,30.68,"1,280.72",0.34
May-20,SWAS,Royal Devon And Exeter Wonford,"2,482",100.00%,325,13.09%,22,0.89%,1,0.04%,0,0.00%,31.16,2.65,0.03,61.77,8.81,16.29,364.31,0.01
May-20,LAS,Royal Free,"1,536",96.66%,"1,080",70.31%,194,12.63%,2,0.13%,2,0.13%,158.69,19.24,0.08,63.93,19.97,30.26,511.3,0.1
May-20,SCAS,Royal Hampshire County Hospital,856,76.29%,381,44.51%,31,3.62%,0,0.00%,0,0.00%,38.39,4.32,0,54.2,15.71,21.39,224.12,0.04
